date,nation,visitor,growth,share,tourism,business,official affairs,studying,others
2019-2,Austrailia,8331,-4.9948682860075255,0.6932090311049575,6836,73,31,119,1272
2019-2,New Zealand,1863,-7.451564828614011,0.15501721581425226,1221,14,5,11,612
2019-2,Oceania others,428,11.168831168831161,0.03561318753005903,325,0,5,2,96
2019-2,South Africa,1191,8.767123287671241,0.09910118305677641,374,6,5,8,798
2019-2,Africa others,3476,15.750915750915762,0.28923233610861027,1142,806,58,520,950
2019-2,Stateless,39,-26.415094339622648,0.00324512690110351,24,1,0,3,11
2019-2,Overseas Korean,14459,-14.2763976996502,1.2031099964886063,0,0,0,0,14459
2019-3,China,487623,20.874389273523654,31.753710665448498,369165,3933,414,32532,81579
2019-3,Japan,375119,27.385253806761845,24.427519192311223,367157,2108,126,1231,4497
2019-3,Taiwan,98510,4.704306789677304,6.4149107766724125,96643,64,12,460,1331
2019-3,Hong Kong,46068,-26.10202117420597,2.9999199031544483,44679,61,5,265,1058
2019-3,Macao,3049,-31.23590437528191,0.19854900982716664,2974,2,0,41,32
2019-3,Phillipines,38701,-6.013065546300123,2.520185381869851,21542,166,119,108,16766
2019-3,Indonesia,25626,26.848826848826857,1.6687494017156352,18857,242,135,277,6115
2019-3,Thailand,53100,-4.727729433928407,3.4578394299188417,45605,66,397,136,6896
2019-3,Vietnam,46991,24.790206076056933,3.0600250970116063,32117,1047,186,5394,8247
2019-3,India,10646,13.702873010787142,0.6932609900360827,3051,3283,52,197,4063
2019-3,Malaysia,40789,7.779098956268982,2.656154661148016,37653,107,7,286,2736
2019-3,Singapore,22105,-0.34712830222702884,1.4394640414003013,20524,161,7,49,1364
2019-3,Mongolia,8724,-18.192048012003003,0.5681015289380786,6691,119,383,967,564
2019-3,Uzbekistan,8405,11.857865318072935,0.5473284446039146,3150,896,0,863,3496
2019-3,Myanmar,7021,15.24950755088641,0.45720321351149124,2026,17,52,102,4824
2019-3,*GCC,3021,1.3758389261744997,0.19672566700159738,2758,22,19,135,87
2019-3,Kazakhstan,4915,-10.228310502283101,0.3200617852740321,3202,11,3,178,1521
2019-3,Turkey,2532,2.759740259740262,0.16488228694076285,1369,15,73,38,1037
2019-3,Cambodia,2501,8.36221837088389,0.16286358595531117,752,43,107,38,1561
2019-3,Sri Lanka,1494,0.2012072434607548,0.09728836362144537,177,53,11,28,1225
2019-3,Bangladesh,1704,14.20911528150135,0.1109634348132148,206,148,107,230,1013
2019-3,Pakistan,1282,-11.768754301445284,0.083483053656421,285,233,14,256,494
2019-3,Israel,1613,6.609385327164574,0.10503757063011472,1549,11,1,1,51
2019-3,Iran,382,-50.13054830287207,0.024875605691694867,195,95,8,30,54
2019-3,Asia others,6719,8.039877793857531,0.4375371587499943,2759,547,241,402,2770
2019-3,USA,84275,5.239825672148757,5.487936308030327,65448,400,2221,190,16016
2019-3,Canada,18670,-0.8655020442839723,1.21577894833493,14313,42,38,37,4240
2019-3,Brazil,1673,4.693366708385471,0.10894473382776312,1250,19,15,21,368
2019-3,Mexico,2201,-3.633975481611207,0.14332776996706914,1663,7,1,18,512
2019-3,America others,3208,13.196894848271,0.20890299230093493,2299,22,27,79,781
2019-3,Russia,27992,8.778611121905723,1.8228218704762378,20692,141,13,182,6964
2019-3,UK,12813,4.536183405401006,0.8343747008578176,11064,126,13,50,1560
2019-3,Germany,11142,-0.8630661090844427,0.7255602058033095,9496,219,29,106,1292
2019-3,France,7469,5.16755843424388,0.4863766987205994,5824,274,60,245,1066
2019-3,Italy,3583,1.0719322990127012,0.23332276228623747,2931,64,10,33,545
2019-3,Netherland,2898,8.783783783783793,0.18871598244641813,2219,47,12,20,600
2019-3,Ukraine,2368,4.7324192835028756,0.1542027075338572,630,95,6,17,1620
2019-3,Spain,2007,-11.507936507936511,0.13069460896133928,1675,21,10,36,265
2019-3,Romania,1044,7.628865979381438,0.06798463963908231,494,5,3,2,540
2019-3,Norway,858,-39.0625,0.05587243372637224,723,37,1,24,73
2019-3,Sweden,1458,-14.033018867924529,0.09494406570285634,1261,30,9,47,111
2019-3,Poland,1960,12.064036592338478,0.12763399778984802,1264,8,1,21,666
2019-3,Swiss,1224,-18.345563709139423,0.07970612923202754,1054,13,1,21,135
2019-3,Portugal,824,-16.08961303462322,0.05365837458103814,686,2,0,8,128
2019-3,Austria,911,-15.097856477166827,0.059323761217628335,740,9,0,5,157
2019-3,Finland,1082,-9.304274937133272,0.07045917633092631,641,17,3,15,406
2019-3,Belgium,1400,31.455399061032875,0.09116714127846287,1161,16,20,9,194
2019-3,Croatia,489,-25.570776255707763,0.03184338006083453,211,11,1,3,263
2019-3,Greece,803,-10.678531701890993,0.05229086746186121,509,13,10,1,270
2019-3,Bulgaria,455,-7.8947368421052655,0.029629320915500433,212,3,1,3,236
2019-3,Denmark,1001,-13.781223083548666,0.06518450601410096,813,11,5,10,162
2019-3,Ireland,724,-3.4666666666666623,0.0471464359182908,587,7,2,5,123
2019-3,Europe others,3300,2.2621629996901094,0.21489397587066247,2105,31,18,67,1079
2019-3,Austrailia,12263,14.682502571775924,0.7985590382127072,10769,99,31,13,1351
2019-3,New Zealand,2451,3.8559322033898225,0.1596076166239375,1800,24,4,2,621
2019-3,Oceania others,430,13.756613756613767,0.028001336249813595,331,2,6,2,89
2019-3,South Africa,945,19.017632241813608,0.061537820362962445,488,5,2,6,444
2019-3,Africa others,3798,16.289038579301906,0.24732343041114427,1267,831,87,259,1354
2019-3,Stateless,57,3.6363636363636376,0.003711805037765988,38,2,0,0,17
2019-3,Overseas Korean,19225,-18.86816340310601,1.2519202079131775,0,0,0,0,19225
2019-4,China,493250,34.5457223598215,30.16697796908504,410542,3575,362,9959,68812
2019-4,Japan,290092,35.65018961623172,17.741913782073627,283101,1584,126,333,4948
2019-4,Taiwan,113072,7.506393983475479,6.915439499078325,111505,73,13,147,1334
2019-4,Hong Kong,76104,14.385342611936935,4.654491011372018,75074,47,2,90,891
2019-4,Macao,4310,4.5355323793354385,0.26359792204106747,4292,1,1,3,13
2019-4,Phillipines,66525,35.6186165983732,4.068643100645478,43794,228,167,45,22291
2019-4,Indonesia,31427,12.589116182423954,1.922063084915227,22596,225,207,54,8345
2019-4,Thailand,69726,7.734857849196541,4.264415014439784,61999,53,401,55,7218
2019-4,Vietnam,63169,24.527372010960626,3.863391447195404,51939,1271,283,1284,8392
2019-4,India,12933,21.53932901043134,0.7909772449552495,4088,3039,53,75,5678
2019-4,Malaysia,43726,4.770576254941905,2.6742651366978456,40894,120,4,27,2681
2019-4,Singapore,23307,10.302886890676755,1.4254470461742828,21814,116,1,19,1357
2019-4,Mongolia,7582,-0.32864466938345993,0.4637121681938221,6389,83,299,248,563
2019-4,Uzbekistan,7378,3.2899342013159805,0.4512356076146162,3270,651,4,109,3344
2019-4,Myanmar,7272,-1.1956521739130421,0.4447526888822837,2716,13,62,17,4464
2019-4,*GCC,3265,32.3469801378192,0.199686128877978,3115,24,17,34,75
2019-4,Kazakhstan,4618,-3.731498853450077,0.2824350821312412,3129,20,11,17,1441
2019-4,Turkey,2826,-15.109642535295887,0.1728370597884122,1687,12,142,13,972
2019-4,Cambodia,5325,34.810126582278485,0.32567492688368543,2028,63,112,18,3104
2019-4,Sri Lanka,1478,5.5714285714285605,0.09039390458856095,313,72,6,8,1079
2019-4,Bangladesh,1318,7.76778413736714,0.08060836687937979,275,137,125,49,732
2019-4,Pakistan,1218,7.597173144876335,0.07449240581114157,361,315,36,66,440
2019-4,Israel,2221,17.950079660116835,0.13583549532557096,2161,11,0,2,47
2019-4,Iran,298,-54.50381679389314,0.01822556398334991,148,79,5,12,54
2019-4,Asia others,6762,11.620997028722346,0.41356128743426873,3247,484,200,64,2767
2019-4,USA,102524,14.925624096223466,6.270327925600556,83521,352,3763,113,14775
2019-4,Canada,21361,15.035812375464474,1.306430443786367,17275,44,43,15,3984
2019-4,Brazil,2212,22.684414864115364,0.1352850588294295,1752,15,16,5,424
2019-4,Mexico,3298,39.9830220713073,0.2017043960304966,2722,7,7,15,547
2019-4,America others,4422,25.34013605442176,0.2704477984374942,3292,34,44,19,1033
2019-4,Russia,34205,9.235780666176986,2.0919644833908846,25342,166,25,41,8631
2019-4,UK,16707,25.024320886028594,1.02179361567056,14760,141,19,18,1769
2019-4,Germany,12873,17.8414500183083,0.7873076683143067,10819,212,28,84,1730
2019-4,France,11616,14.17338313347749,0.7104300376865521,10034,224,40,164,1154
2019-4,Italy,4381,5.642633228840133,0.2679402543995166,3238,46,18,12,1067
2019-4,Netherland,4089,23.83403997577227,0.250081648080261,3452,48,8,12,569
2019-4,Ukraine,2574,13.84343210968597,0.1574248378964519,799,76,7,8,1684
2019-4,Spain,2678,32.4431256181998,0.16378543740741963,2314,20,14,29,301
2019-4,Romania,1323,15.54585152838428,0.0809141649327917,721,6,3,1,592
2019-4,Norway,1489,48.011928429423456,0.09106666030606715,1382,29,3,8,67
2019-4,Sweden,2188,17.63440860215053,0.13381722817305233,2007,18,16,22,125
2019-4,Poland,2301,9.467174119885824,0.14072826418016152,1615,9,7,11,659
2019-4,Swiss,2236,27.77142857142858,0.1367528894858067,2068,15,9,11,133
2019-4,Portugal,1192,13.092979127134718,0.07290225593339963,1052,5,0,2,133
2019-4,Austria,1140,6.343283582089554,0.06972195617791575,935,9,1,9,186
2019-4,Finland,1275,8.326253186066278,0.07797850362003736,854,8,2,27,384
2019-4,Belgium,1490,13.914373088685018,0.09112781991674954,1313,20,5,8,144
2019-4,Croatia,578,9.469696969696972,0.035350254974416934,255,7,0,1,315
2019-4,Greece,798,-6.884480746791133,0.04880536932454103,501,15,0,0,282
2019-4,Bulgaria,742,26.405451448040896,0.04538043112632762,323,4,2,2,411
2019-4,Denmark,1387,18.648417450812673,0.08482838001646417,1196,16,10,14,151
2019-4,Ireland,986,36.3762102351314,0.06030337613282889,855,4,0,1,126
2019-4,Europe others,4333,24.583093732029894,0.2650045930867622,3032,54,30,24,1193
2019-4,Austrailia,19938,28.632258064516126,1.2194003177853372,18581,77,67,13,1200
2019-4,New Zealand,3802,22.605611093195744,0.23252883981441727,3189,19,11,2,581
2019-4,Oceania others,471,1.2903225806451646,0.028806176631402038,343,3,8,13,104
2019-4,South Africa,1159,17.66497461928933,0.07088398878088101,676,7,1,1,474
2019-4,Africa others,3858,3.487124463519309,0.2359537780126307,1797,786,68,70,1137
2019-4,Stateless,64,-1.538461538461533,0.0039142150836724635,48,2,0,0,14
2019-4,Overseas Korean,20174,-15.466163838256863,1.2338339859063792,0,0,0,0,20174
2019-5,China,500413,35.16565736233937,33.6823308321285,413949,4034,534,14003,67893
2019-5,Japan,286273,25.983804955331614,19.268767786420263,279174,2019,91,715,4274
2019-5,Taiwan,101779,15.259784381228481,6.850649263234981,100004,84,11,234,1446
2019-5,Hong Kong,57026,-0.5129099790649017,3.8383667051674517,55756,56,2,147,1065
2019-5,Macao,2909,-7.208931419457731,0.1958020682729302,2885,1,0,13,10
2019-5,Phillipines,50569,18.36758578718225,3.4037520764846363,29015,201,176,56,21121
2019-5,Indonesia,18936,-0.6349372933830089,1.274564443044416,11464,154,152,75,7091
2019-5,Thailand,52660,1.5308680060154956,3.5444953300971136,45671,61,445,71,6412
2019-5,Vietnam,44416,31.892148711248367,2.9895994033724533,32528,1073,368,2338,8109
2019-5,India,13858,19.208602150537637,0.9327690141375959,4483,2896,99,92,6288
2019-5,Malaysia,31217,22.795216741405078,2.1011870626593545,28485,116,1,57,2558
2019-5,Singapore,20114,1.750303520841756,1.3538545208806179,18448,152,2,71,1441
2019-5,Mongolia,8014,2.8358783523675157,0.5394148419179314,6742,95,283,390,504
2019-5,Uzbekistan,6839,-0.7546074590044971,0.4603266912748606,3055,830,3,152,2799
2019-5,Myanmar,6556,1.1260219034397556,0.4412782260561465,1990,17,83,33,4433
2019-5,*GCC,930,-27.795031055900623,0.06259742987068583,819,21,2,51,37
2019-5,Kazakhstan,4585,-1.1427339370418288,0.30861206016891884,3349,15,9,38,1174
2019-5,Turkey,2492,-2.3128185025480197,0.16773418842768717,1334,12,78,45,1023
2019-5,Cambodia,4236,-3.5079726651480625,0.28512119670131736,1484,44,144,22,2542
2019-5,Sri Lanka,1538,-9.101654846335695,0.1035213410119514,251,64,2,7,1214
2019-5,Bangladesh,1225,4.880136986301364,0.08245360386192488,242,102,106,30,745
2019-5,Pakistan,854,-25.284339457567807,0.057481940978027626,290,180,19,62,303
2019-5,Israel,1409,9.735202492211847,0.09483847170730787,1331,9,0,3,66
2019-5,Iran,271,-62.413314840499304,0.018240756446189096,146,62,5,13,45
2019-5,Asia others,4786,-23.777671603758566,0.32214118210871223,1953,348,214,61,2210
2019-5,USA,95815,13.255162468528736,6.449218003290066,76044,368,3153,308,15942
2019-5,Canada,19439,4.224974532196657,1.308420902426088,15237,47,27,49,4079
2019-5,Brazil,2054,20.894643908181276,0.13825281823052546,1550,18,14,15,457
2019-5,Mexico,2565,24.213075060532695,0.17264775012721414,1934,3,13,68,547
2019-5,America others,3646,12.600370599135257,0.24540884871883925,2779,29,36,48,754
2019-5,Russia,32955,23.487091093041546,2.218170216546722,24861,165,39,87,7803
2019-5,UK,11522,6.655558641118198,0.7755350397527334,9737,137,16,44,1588
2019-5,Germany,10103,4.165377874007636,0.6800234774016547,8262,220,23,213,1385
2019-5,France,10395,10.702875399361012,0.6996777241997625,8254,267,54,430,1390
2019-5,Italy,4856,8.41705737887921,0.3268528166151079,3400,61,19,54,1322
2019-5,Netherland,3348,8.560311284046684,0.225350747534469,2737,31,5,57,518
2019-5,Ukraine,2397,6.438721136767311,0.16133982731186441,698,89,2,10,1598
2019-5,Spain,2403,6.46876384581303,0.16174368169812692,2032,20,17,64,270
2019-5,Romania,1122,3.0303030303030276,0.07552077023108549,542,4,1,8,567
2019-5,Norway,820,-4.982618771726532,0.05519343278920685,716,19,0,32,53
2019-5,Sweden,1655,4.879594423320666,0.11139650154406995,1485,24,8,36,102
2019-5,Poland,2259,20.802139037433154,0.15205117642782717,1489,10,3,26,731
2019-5,Swiss,1585,9.159779614325059,0.10668486703767421,1434,22,1,30,98
2019-5,Portugal,916,12.53071253071254,0.06165510296940669,749,12,0,6,149
2019-5,Austria,992,3.6572622779519337,0.06677059186206488,800,4,3,14,171
2019-5,Finland,1329,9.653465346534663,0.08945374655714136,864,12,7,57,389
2019-5,Belgium,1245,22.418879056047203,0.08379978514946651,1012,21,4,23,185
2019-5,Croatia,569,17.319587628865985,0.038298857630559395,252,5,1,2,309
2019-5,Greece,749,-2.7272727272727226,0.05041448921843407,495,21,2,1,230
2019-5,Bulgaria,639,0.9478672985782088,0.0430104921369551,330,3,2,2,302
2019-5,Denmark,1181,16.12586037364798,0.07949200502933329,979,14,11,29,148
2019-5,Ireland,752,0.9395973154362469,0.050616416411565314,619,14,2,1,116
2019-5,Europe others,3962,19.301415236374588,0.266678513061997,2495,44,22,55,1346
2019-5,Austrailia,13558,8.707504810776134,0.9125762948244714,12114,77,46,50,1271
2019-5,New Zealand,3172,4.51400329489291,0.21350435220410263,2550,21,8,3,590
2019-5,Oceania others,638,19.69981238273921,0.042943183072578016,499,2,10,6,121
2019-5,South Africa,1064,-2.1159153633854677,0.07161684449721475,513,9,7,2,533
2019-5,Africa others,3214,-24.30522845030617,0.21633133290794004,1208,578,72,93,1263
2019-5,Stateless,72,1.4084507042253502,0.004846252635149871,44,3,0,0,25
2019-5,Overseas Korean,18788,-18.95086493248781,1.264602701516608,0,0,0,0,18788
2019-6,China,475007,25.037708184716134,32.177293597558084,395196,3743,399,14680,60989
2019-6,Japan,282476,20.05287025113369,19.135114190451546,275286,1901,136,771,4382
2019-6,Taiwan,118437,15.140526720006232,8.02300202273648,116323,84,24,719,1287
2019-6,Hong Kong,61728,-6.6650538284746546,4.181496228876765,60526,46,2,280,874
2019-6,Macao,3622,-5.701640197865143,0.2453567156070445,3556,1,0,55,10
2019-6,Phillipines,40748,8.50508600947968,2.760296920915475,22430,174,166,80,17898
2019-6,Indonesia,27880,22.1039723207638,1.8886099478532303,19928,182,346,223,7201
2019-6,Thailand,37684,-8.132618235007316,2.552739500534474,30596,61,308,115,6604
2019-6,Vietnam,58339,20.797183973496214,3.9519230899501294,45005,1098,542,3490,8204
2019-6,India,13249,28.05915329595978,0.8974961692649731,4892,3084,194,121,4958
2019-6,Malaysia,25538,-7.5614435154016,1.729961292979763,22652,121,5,139,2621
2019-6,Singapore,24743,7.033784660639353,1.6761074583835178,23162,128,11,50,1392
2019-6,Mongolia,9244,1.326318097117185,0.6261947761103035,7647,74,284,584,655
2019-6,Uzbekistan,7295,8.074074074074078,0.49416820550894247,3429,862,5,197,2802
2019-6,Myanmar,6303,6.559594251901935,0.42696945844042006,1621,15,154,71,4442
2019-6,*GCC,4736,82.504816955684,0.320819824714236,4318,42,12,112,252
2019-6,Kazakhstan,4829,6.108547571962197,0.32711970725191,3472,13,2,98,1244
2019-6,Turkey,2835,13.4453781512605,0.19204480639038407,1613,6,137,37,1042
2019-6,Cambodia,3733,35.9927140255009,0.2528759302487844,1274,48,192,30,2189
2019-6,Sri Lanka,1819,-5.751295336787566,0.1232202831831071,245,76,5,14,1479
2019-6,Bangladesh,1260,0.3984063745019917,0.08535324728461514,237,144,93,41,745
2019-6,Pakistan,979,-11.881188118811881,0.06631811832669701,356,228,29,61,305
2019-6,Israel,940,4.910714285714279,0.06367623210122082,879,10,1,1,49
2019-6,Iran,384,-34.24657534246576,0.026012418220073184,252,52,8,16,56
2019-6,Asia others,6396,10.65743944636679,0.43326934097809405,2797,456,360,133,2650
2019-6,USA,105398,11.247387642228368,7.139731394685608,86508,367,3470,350,14703
2019-6,Canada,16133,11.101163831692041,1.0928602686053144,12012,38,26,46,4011
2019-6,Brazil,1924,19.133126934984524,0.13033305379015836,1481,19,23,18,383
2019-6,Mexico,2361,16.133792424987693,0.15993572764998124,1821,7,3,47,483
2019-6,America others,3370,20.14260249554367,0.22828606615012148,2732,14,41,47,536
2019-6,Russia,28666,6.978653530377676,1.9418541163974425,21774,175,33,110,6574
2019-6,UK,11155,5.375023616096741,0.7556472011586365,9538,129,10,46,1432
2019-6,Germany,8947,6.208452041785373,0.6060757963932156,7284,209,25,160,1269
2019-6,France,8559,10.925349922239501,0.57979241548335,6915,229,25,297,1093
2019-6,Italy,4136,4.470825966153069,0.2801754212453716,3039,47,13,68,969
2019-6,Netherland,2900,11.796453353893611,0.19644795009951102,2252,41,4,35,568
