date,nation,visitor,growth,share,male,female,crewman
2019-2,Sweden,927,-51.23619147816938,0.07713417018776804,580,302,45
2019-2,Poland,1266,-24.777183600713016,0.1053418117127447,486,262,518
2019-2,Swiss,877,-63.443101292205085,0.07297375108378917,538,285,54
2019-2,Portugal,670,-14.540816326530614,0.05574961599331671,269,318,83
2019-2,Austria,746,-56.526806526806524,0.06207345303136457,446,206,94
2019-2,Finland,933,-51.75801447776629,0.0776334204802455,351,215,367
2019-2,Belgium,654,-19.65601965601965,0.054418281880043474,400,156,98
2019-2,Croatia,447,-6.680584551148227,0.037194146789570996,193,26,228
2019-2,Greece,607,-19.281914893617024,0.05050748792230335,390,52,165
2019-2,Bulgaria,326,-12.834224598930478,0.02712593255794216,126,47,153
2019-2,Denmark,694,-13.466334164588535,0.05774661716322656,423,172,99
2019-2,Ireland,613,-9.453471196454943,0.05100673821478081,384,180,49
2019-2,Europe others,2674,-44.256827183656455,0.22249921368078934,1177,784,713
2019-2,Austrailia,8331,-4.9948682860075255,0.6932090311049575,4504,3512,315
2019-2,New Zealand,1863,-7.451564828614011,0.15501721581425226,994,734,135
2019-2,Oceania others,428,11.168831168831161,0.03561318753005903,229,112,87
2019-2,South Africa,1191,8.767123287671241,0.09910118305677641,471,594,126
2019-2,Africa others,3476,15.750915750915762,0.28923233610861027,2195,657,624
2019-2,Stateless,39,-26.415094339622648,0.00324512690110351,24,9,6
2019-2,Overseas Korean,14459,-14.2763976996502,1.2031099964886063,6163,8296,0
2019-3,China,487623,20.874389273523654,31.753710665448498,189613,285340,12670
2019-3,Japan,375119,27.385253806761845,24.427519192311223,106174,266368,2577
2019-3,Taiwan,98510,4.704306789677304,6.4149107766724125,29719,67812,979
2019-3,Hong Kong,46068,-26.10202117420597,2.9999199031544483,14116,31027,925
2019-3,Macao,3049,-31.23590437528191,0.19854900982716664,819,2205,25
2019-3,Phillipines,38701,-6.013065546300123,2.520185381869851,11556,11860,15285
2019-3,Indonesia,25626,26.848826848826857,1.6687494017156352,9800,11420,4406
2019-3,Thailand,53100,-4.727729433928407,3.4578394299188417,16052,31433,5615
2019-3,Vietnam,46991,24.790206076056933,3.0600250970116063,20744,21018,5229
2019-3,India,10646,13.702873010787142,0.6932609900360827,6103,1363,3180
2019-3,Malaysia,40789,7.779098956268982,2.656154661148016,14376,23942,2471
2019-3,Singapore,22105,-0.34712830222702884,1.4394640414003013,8476,12376,1253
2019-3,Mongolia,8724,-18.192048012003003,0.5681015289380786,4335,4344,45
2019-3,Uzbekistan,8405,11.857865318072935,0.5473284446039146,6112,1814,479
2019-3,Myanmar,7021,15.24950755088641,0.45720321351149124,3306,636,3079
2019-3,*GCC,3021,1.3758389261744997,0.19672566700159738,1658,1326,37
2019-3,Kazakhstan,4915,-10.228310502283101,0.3200617852740321,2078,2532,305
2019-3,Turkey,2532,2.759740259740262,0.16488228694076285,1092,456,984
2019-3,Cambodia,2501,8.36221837088389,0.16286358595531117,1727,691,83
2019-3,Sri Lanka,1494,0.2012072434607548,0.09728836362144537,1179,94,221
2019-3,Bangladesh,1704,14.20911528150135,0.1109634348132148,1353,120,231
2019-3,Pakistan,1282,-11.768754301445284,0.083483053656421,1085,143,54
2019-3,Israel,1613,6.609385327164574,0.10503757063011472,1037,566,10
2019-3,Iran,382,-50.13054830287207,0.024875605691694867,228,131,23
2019-3,Asia others,6719,8.039877793857531,0.4375371587499943,4533,1741,445
2019-3,USA,84275,5.239825672148757,5.487936308030327,43129,35984,5162
2019-3,Canada,18670,-0.8655020442839723,1.21577894833493,8627,8840,1203
2019-3,Brazil,1673,4.693366708385471,0.10894473382776312,754,629,290
2019-3,Mexico,2201,-3.633975481611207,0.14332776996706914,1014,724,463
2019-3,America others,3208,13.196894848271,0.20890299230093493,1458,1102,648
2019-3,Russia,27992,8.778611121905723,1.8228218704762378,12054,11568,4370
2019-3,UK,12813,4.536183405401006,0.8343747008578176,7278,4663,872
2019-3,Germany,11142,-0.8630661090844427,0.7255602058033095,6960,3347,835
2019-3,France,7469,5.16755843424388,0.4863766987205994,4327,2542,600
2019-3,Italy,3583,1.0719322990127012,0.23332276228623747,2364,775,444
2019-3,Netherland,2898,8.783783783783793,0.18871598244641813,1688,737,473
2019-3,Ukraine,2368,4.7324192835028756,0.1542027075338572,688,316,1364
2019-3,Spain,2007,-11.507936507936511,0.13069460896133928,1247,610,150
2019-3,Romania,1044,7.628865979381438,0.06798463963908231,355,164,525
2019-3,Norway,858,-39.0625,0.05587243372637224,546,272,40
2019-3,Sweden,1458,-14.033018867924529,0.09494406570285634,868,540,50
2019-3,Poland,1960,12.064036592338478,0.12763399778984802,839,499,622
2019-3,Swiss,1224,-18.345563709139423,0.07970612923202754,760,415,49
2019-3,Portugal,824,-16.08961303462322,0.05365837458103814,394,333,97
2019-3,Austria,911,-15.097856477166827,0.059323761217628335,597,205,109
2019-3,Finland,1082,-9.304274937133272,0.07045917633092631,444,252,386
2019-3,Belgium,1400,31.455399061032875,0.09116714127846287,902,393,105
2019-3,Croatia,489,-25.570776255707763,0.03184338006083453,192,51,246
2019-3,Greece,803,-10.678531701890993,0.05229086746186121,449,95,259
2019-3,Bulgaria,455,-7.8947368421052655,0.029629320915500433,158,71,226
2019-3,Denmark,1001,-13.781223083548666,0.06518450601410096,609,269,123
2019-3,Ireland,724,-3.4666666666666623,0.0471464359182908,457,209,58
2019-3,Europe others,3300,2.2621629996901094,0.21489397587066247,1469,863,968
2019-3,Austrailia,12263,14.682502571775924,0.7985590382127072,6337,5602,324
2019-3,New Zealand,2451,3.8559322033898225,0.1596076166239375,1304,1005,142
2019-3,Oceania others,430,13.756613756613767,0.028001336249813595,228,119,83
2019-3,South Africa,945,19.017632241813608,0.061537820362962445,387,385,173
2019-3,Africa others,3798,16.289038579301906,0.24732343041114427,2136,642,1020
2019-3,Stateless,57,3.6363636363636376,0.003711805037765988,32,11,14
2019-3,Overseas Korean,19225,-18.86816340310601,1.2519202079131775,7845,11380,0
2019-4,China,493250,34.5457223598215,30.16697796908504,180816,298870,13564
2019-4,Japan,290092,35.65018961623172,17.741913782073627,106567,180586,2939
2019-4,Taiwan,113072,7.506393983475479,6.915439499078325,35445,76609,1018
2019-4,Hong Kong,76104,14.385342611936935,4.654491011372018,25868,49445,791
2019-4,Macao,4310,4.5355323793354385,0.26359792204106747,1226,3084,0
2019-4,Phillipines,66525,35.6186165983732,4.068643100645478,19859,26419,20247
2019-4,Indonesia,31427,12.589116182423954,1.922063084915227,10870,13853,6704
2019-4,Thailand,69726,7.734857849196541,4.264415014439784,20811,43277,5638
2019-4,Vietnam,63169,24.527372010960626,3.863391447195404,26558,31306,5305
2019-4,India,12933,21.53932901043134,0.7909772449552495,6192,1777,4964
2019-4,Malaysia,43726,4.770576254941905,2.6742651366978456,14850,26443,2433
2019-4,Singapore,23307,10.302886890676755,1.4254470461742828,8532,13509,1266
2019-4,Mongolia,7582,-0.32864466938345993,0.4637121681938221,3670,3872,40
2019-4,Uzbekistan,7378,3.2899342013159805,0.4512356076146162,5078,1742,558
2019-4,Myanmar,7272,-1.1956521739130421,0.4447526888822837,3026,1204,3042
2019-4,*GCC,3265,32.3469801378192,0.199686128877978,1812,1423,30
2019-4,Kazakhstan,4618,-3.731498853450077,0.2824350821312412,2026,2280,312
2019-4,Turkey,2826,-15.109642535295887,0.1728370597884122,1190,709,927
2019-4,Cambodia,5325,34.810126582278485,0.32567492688368543,3666,1659,0
2019-4,Sri Lanka,1478,5.5714285714285605,0.09039390458856095,1118,126,234
2019-4,Bangladesh,1318,7.76778413736714,0.08060836687937979,948,103,267
2019-4,Pakistan,1218,7.597173144876335,0.07449240581114157,1010,117,91
2019-4,Israel,2221,17.950079660116835,0.13583549532557096,1172,1039,10
2019-4,Iran,298,-54.50381679389314,0.01822556398334991,207,74,17
2019-4,Asia others,6762,11.620997028722346,0.41356128743426873,4302,1845,615
2019-4,USA,102524,14.925624096223466,6.270327925600556,50350,46617,5557
2019-4,Canada,21361,15.035812375464474,1.306430443786367,9754,10266,1341
2019-4,Brazil,2212,22.684414864115364,0.1352850588294295,975,893,344
2019-4,Mexico,3298,39.9830220713073,0.2017043960304966,1358,1419,521
2019-4,America others,4422,25.34013605442176,0.2704477984374942,1934,1568,920
2019-4,Russia,34205,9.235780666176986,2.0919644833908846,13954,13781,6470
2019-4,UK,16707,25.024320886028594,1.02179361567056,8976,6664,1067
2019-4,Germany,12873,17.8414500183083,0.7873076683143067,7417,4181,1275
2019-4,France,11616,14.17338313347749,0.7104300376865521,6212,4671,733
2019-4,Italy,4381,5.642633228840133,0.2679402543995166,2395,1040,946
2019-4,Netherland,4089,23.83403997577227,0.250081648080261,2322,1317,450
2019-4,Ukraine,2574,13.84343210968597,0.1574248378964519,755,341,1478
2019-4,Spain,2678,32.4431256181998,0.16378543740741963,1532,945,201
2019-4,Romania,1323,15.54585152838428,0.0809141649327917,440,310,573
2019-4,Norway,1489,48.011928429423456,0.09106666030606715,871,587,31
2019-4,Sweden,2188,17.63440860215053,0.13381722817305233,1228,883,77
2019-4,Poland,2301,9.467174119885824,0.14072826418016152,926,758,617
2019-4,Swiss,2236,27.77142857142858,0.1367528894858067,1281,891,64
2019-4,Portugal,1192,13.092979127134718,0.07290225593339963,475,606,111
2019-4,Austria,1140,6.343283582089554,0.06972195617791575,636,350,154
2019-4,Finland,1275,8.326253186066278,0.07797850362003736,497,404,374
2019-4,Belgium,1490,13.914373088685018,0.09112781991674954,841,558,91
2019-4,Croatia,578,9.469696969696972,0.035350254974416934,218,55,305
2019-4,Greece,798,-6.884480746791133,0.04880536932454103,428,101,269
2019-4,Bulgaria,742,26.405451448040896,0.04538043112632762,218,124,400
2019-4,Denmark,1387,18.648417450812673,0.08482838001646417,766,508,113
2019-4,Ireland,986,36.3762102351314,0.06030337613282889,578,329,79
2019-4,Europe others,4333,24.583093732029894,0.2650045930867622,1857,1344,1132
2019-4,Austrailia,19938,28.632258064516126,1.2194003177853372,9697,9901,340
2019-4,New Zealand,3802,22.605611093195744,0.23252883981441727,1956,1686,160
2019-4,Oceania others,471,1.2903225806451646,0.028806176631402038,226,146,99
2019-4,South Africa,1159,17.66497461928933,0.07088398878088101,477,425,257
2019-4,Africa others,3858,3.487124463519309,0.2359537780126307,2153,783,922
2019-4,Stateless,64,-1.538461538461533,0.0039142150836724635,36,19,9
2019-4,Overseas Korean,20174,-15.466163838256863,1.2338339859063792,8255,11919,0
2019-5,China,500413,35.16565736233937,33.6823308321285,187922,297661,14830
2019-5,Japan,286273,25.983804955331614,19.268767786420263,104270,179372,2631
2019-5,Taiwan,101779,15.259784381228481,6.850649263234981,32707,68065,1007
2019-5,Hong Kong,57026,-0.5129099790649017,3.8383667051674517,17219,38862,945
2019-5,Macao,2909,-7.208931419457731,0.1958020682729302,758,2150,1
2019-5,Phillipines,50569,18.36758578718225,3.4037520764846363,14645,16538,19386
2019-5,Indonesia,18936,-0.6349372933830089,1.274564443044416,6964,6090,5882
2019-5,Thailand,52660,1.5308680060154956,3.5444953300971136,14714,32463,5483
2019-5,Vietnam,44416,31.892148711248367,2.9895994033724533,19493,19561,5362
2019-5,India,13858,19.208602150537637,0.9327690141375959,6498,1725,5635
2019-5,Malaysia,31217,22.795216741405078,2.1011870626593545,11284,17612,2321
2019-5,Singapore,20114,1.750303520841756,1.3538545208806179,7546,11277,1291
2019-5,Mongolia,8014,2.8358783523675157,0.5394148419179314,3899,4073,42
2019-5,Uzbekistan,6839,-0.7546074590044971,0.4603266912748606,4721,1617,501
2019-5,Myanmar,6556,1.1260219034397556,0.4412782260561465,2971,629,2956
2019-5,*GCC,930,-27.795031055900623,0.06259742987068583,655,252,23
2019-5,Kazakhstan,4585,-1.1427339370418288,0.30861206016891884,1998,2297,290
2019-5,Turkey,2492,-2.3128185025480197,0.16773418842768717,1038,457,997
2019-5,Cambodia,4236,-3.5079726651480625,0.28512119670131736,2953,1277,6
2019-5,Sri Lanka,1538,-9.101654846335695,0.1035213410119514,1249,67,222
2019-5,Bangladesh,1225,4.880136986301364,0.08245360386192488,865,116,244
2019-5,Pakistan,854,-25.284339457567807,0.057481940978027626,686,112,56
2019-5,Israel,1409,9.735202492211847,0.09483847170730787,908,491,10
2019-5,Iran,271,-62.413314840499304,0.018240756446189096,190,68,13
2019-5,Asia others,4786,-23.777671603758566,0.32214118210871223,3086,1151,549
2019-5,USA,95815,13.255162468528736,6.449218003290066,47995,41970,5850
2019-5,Canada,19439,4.224974532196657,1.308420902426088,9036,9127,1276
2019-5,Brazil,2054,20.894643908181276,0.13825281823052546,947,713,394
2019-5,Mexico,2565,24.213075060532695,0.17264775012721414,1144,913,508
2019-5,America others,3646,12.600370599135257,0.24540884871883925,1649,1343,654
2019-5,Russia,32955,23.487091093041546,2.218170216546722,14269,12920,5766
2019-5,UK,11522,6.655558641118198,0.7755350397527334,6615,3949,958
2019-5,Germany,10103,4.165377874007636,0.6800234774016547,6418,2642,1043
2019-5,France,10395,10.702875399361012,0.6996777241997625,5653,3820,922
2019-5,Italy,4856,8.41705737887921,0.3268528166151079,2681,947,1228
2019-5,Netherland,3348,8.560311284046684,0.225350747534469,1991,946,411
2019-5,Ukraine,2397,6.438721136767311,0.16133982731186441,686,301,1410
2019-5,Spain,2403,6.46876384581303,0.16174368169812692,1479,737,187
2019-5,Romania,1122,3.0303030303030276,0.07552077023108549,366,196,560
2019-5,Norway,820,-4.982618771726532,0.05519343278920685,555,233,32
2019-5,Sweden,1655,4.879594423320666,0.11139650154406995,1042,544,69
2019-5,Poland,2259,20.802139037433154,0.15205117642782717,985,597,677
2019-5,Swiss,1585,9.159779614325059,0.10668486703767421,1012,515,58
2019-5,Portugal,916,12.53071253071254,0.06165510296940669,433,350,133
2019-5,Austria,992,3.6572622779519337,0.06677059186206488,614,257,121
2019-5,Finland,1329,9.653465346534663,0.08945374655714136,562,389,378
2019-5,Belgium,1245,22.418879056047203,0.08379978514946651,783,329,133
2019-5,Croatia,569,17.319587628865985,0.038298857630559395,221,49,299
2019-5,Greece,749,-2.7272727272727226,0.05041448921843407,459,81,209
2019-5,Bulgaria,639,0.9478672985782088,0.0430104921369551,204,148,287
2019-5,Denmark,1181,16.12586037364798,0.07949200502933329,745,328,108
2019-5,Ireland,752,0.9395973154362469,0.050616416411565314,450,239,63
2019-5,Europe others,3962,19.301415236374588,0.266678513061997,1708,1018,1236
2019-5,Austrailia,13558,8.707504810776134,0.9125762948244714,7049,6195,314
2019-5,New Zealand,3172,4.51400329489291,0.21350435220410263,1685,1344,143
2019-5,Oceania others,638,19.69981238273921,0.042943183072578016,312,215,111
2019-5,South Africa,1064,-2.1159153633854677,0.07161684449721475,393,302,369
2019-5,Africa others,3214,-24.30522845030617,0.21633133290794004,1670,504,1040
2019-5,Stateless,72,1.4084507042253502,0.004846252635149871,34,19,19
2019-5,Overseas Korean,18788,-18.95086493248781,1.264602701516608,7694,11094,0
2019-6,China,475007,25.037708184716134,32.177293597558084,169793,292378,12836
2019-6,Japan,282476,20.05287025113369,19.135114190451546,98280,181523,2673
2019-6,Taiwan,118437,15.140526720006232,8.02300202273648,37622,79905,910
2019-6,Hong Kong,61728,-6.6650538284746546,4.181496228876765,18462,42499,767
2019-6,Macao,3622,-5.701640197865143,0.2453567156070445,982,2640,0
2019-6,Phillipines,40748,8.50508600947968,2.760296920915475,12415,12639,15694
2019-6,Indonesia,27880,22.1039723207638,1.8886099478532303,12320,11266,4294
2019-6,Thailand,37684,-8.132618235007316,2.552739500534474,10342,21860,5482
2019-6,Vietnam,58339,20.797183973496214,3.9519230899501294,23902,29152,5285
2019-6,India,13249,28.05915329595978,0.8974961692649731,7088,1959,4202
2019-6,Malaysia,25538,-7.5614435154016,1.729961292979763,9790,13595,2153
2019-6,Singapore,24743,7.033784660639353,1.6761074583835178,10238,13238,1267
2019-6,Mongolia,9244,1.326318097117185,0.6261947761103035,4093,5114,37
2019-6,Uzbekistan,7295,8.074074074074078,0.49416820550894247,4938,1875,482
2019-6,Myanmar,6303,6.559594251901935,0.42696945844042006,2716,539,3048
2019-6,*GCC,4736,82.504816955684,0.320819824714236,2831,1749,156
2019-6,Kazakhstan,4829,6.108547571962197,0.32711970725191,2018,2497,314
2019-6,Turkey,2835,13.4453781512605,0.19204480639038407,1111,743,981
2019-6,Cambodia,3733,35.9927140255009,0.2528759302487844,2504,1228,1
2019-6,Sri Lanka,1819,-5.751295336787566,0.1232202831831071,1437,108,274
2019-6,Bangladesh,1260,0.3984063745019917,0.08535324728461514,928,118,214
2019-6,Pakistan,979,-11.881188118811881,0.06631811832669701,814,142,23
2019-6,Israel,940,4.910714285714279,0.06367623210122082,714,216,10
2019-6,Iran,384,-34.24657534246576,0.026012418220073184,276,84,24
2019-6,Asia others,6396,10.65743944636679,0.43326934097809405,4356,1641,399
2019-6,USA,105398,11.247387642228368,7.139731394685608,52374,47515,5509
2019-6,Canada,16133,11.101163831692041,1.0928602686053144,7417,7400,1316
2019-6,Brazil,1924,19.133126934984524,0.13033305379015836,881,749,294
2019-6,Mexico,2361,16.133792424987693,0.15993572764998124,960,945,456
2019-6,America others,3370,20.14260249554367,0.22828606615012148,1576,1336,458
2019-6,Russia,28666,6.978653530377676,1.9418541163974425,11588,12522,4556
2019-6,UK,11155,5.375023616096741,0.7556472011586365,6305,4053,797
2019-6,Germany,8947,6.208452041785373,0.6060757963932156,5571,2462,914
2019-6,France,8559,10.925349922239501,0.57979241548335,4650,3110,799
2019-6,Italy,4136,4.470825966153069,0.2801754212453716,2295,1001,840
2019-6,Netherland,2900,11.796453353893611,0.19644795009951102,1637,832,431
2019-6,Ukraine,1941,0.6742738589211594,0.1314846452217762,597,256,1088
2019-6,Spain,2590,21.36832239925024,0.17544834164059778,1479,961,150
2019-6,Romania,984,0.10172939979653517,0.06665682168893755,328,229,427
2019-6,Norway,1156,5.186533212010924,0.07830821735001199,649,480,27
2019-6,Sweden,2079,2.4137931034482696,0.14083285801961498,1103,914,62
2019-6,Poland,2201,29.546792230723963,0.14909722005828407,926,643,632
2019-6,Swiss,1239,2.1434460016487966,0.0839306931632049,771,426,42
2019-6,Portugal,868,4.704463208685161,0.0587989036849571,390,381,97
2019-6,Austria,889,8.150851581508523,0.060221457806367354,542,247,100
2019-6,Finland,1338,12.248322147651013,0.09063701973556751,537,469,332
2019-6,Belgium,1181,29.212253829321668,0.08000173416121467,711,346,124
2019-6,Croatia,403,-7.78032036613272,0.02729949099658723,181,36,186
2019-6,Greece,765,-3.164556962025311,0.05182161442280205,439,107,219
2019-6,Bulgaria,448,-13.846153846153841,0.030347821256752054,157,69,222
2019-6,Denmark,939,7.191780821917804,0.06360849142877271,587,265,87
2019-6,Ireland,820,7.8947368421052655,0.05554735140744795,488,275,57
2019-6,Europe others,3519,21.094287680660706,0.23837942634488946,1461,1051,1007
2019-6,Austrailia,13201,11.485516425977526,0.8942446169874638,6796,6132,273
2019-6,New Zealand,3547,23.84776536312849,0.24027616517343647,1873,1528,146
2019-6,Oceania others,604,15.930902111324375,0.040915366158656784,290,233,81
2019-6,South Africa,973,13.40326340326341,0.06591167429200837,428,411,134
2019-6,Africa others,3625,14.245193822880564,0.24555993762438882,2074,886,665
2019-6,Stateless,44,-42.10526315789473,0.002980589587716719,25,12,7
2019-6,Overseas Korean,17111,-19.6176069901818,1.1591106462595633,6912,10199,0
2019-7,China,519132,26.513572990005784,35.84999865337723,186367,319475,13290
2019-7,Japan,274830,19.225897133337956,18.979094199370607,95905,176508,2417
2019-7,Taiwan,113587,16.265763183753677,7.844043127838699,39999,72875,713
2019-7,Hong Kong,59036,1.1357990851935007,4.076883182891399,20878,37396,762
2019-7,Macao,5246,-5.528543129839725,0.3622760549062992,1705,3541,0
2019-7,Phillipines,29074,-0.5575127407052682,2.0077800267529056,8468,7083,13523
2019-7,Indonesia,18260,1.1018216045623141,1.2609913767802179,8062,6266,3932
2019-7,Thailand,37278,11.477272727272725,2.574328397788224,10535,21228,5515
2019-7,Vietnam,52521,13.41179011012741,3.6269730613293443,21621,25633,5267
2019-7,India,10432,5.065968375465801,0.720408655124383,5899,1305,3228
2019-7,Malaysia,16831,7.244806932585712,1.1623080976225548,6528,8095,2208
2019-7,Singapore,10992,-4.591615311170905,0.75908089888106,4442,5241,1309
